,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
2873,Daniel Sorensen,2021,NO,S,,,,,,,2.0,,,,,,
2874,Tyrann Mathieu,2021,NO,S,,,,,,,,44.0,,,,,
2875,Tyrann Mathieu,2021,NO,S,,,,,,,3.0,,,,,,
2876,Tyrann Mathieu,2021,NO,S,,,,,,8.0,,,,,,,
2877,Tyrann Mathieu,2021,NO,S,,64.0,,,,,,,,,,,
2878,Tyrann Mathieu,2021,NO,S,91.0,,,,,,,,,,,,
2879,Dane Belton,2021,NYG,S,,,,,,,2.0,,,,,,
2880,Julian Love,2021,NYG,S,,,,,,,,,,,,0.0,
2881,Julian Love,2021,NYG,S,,,,,,,,,,,1.0,,
2882,Julian Love,2021,NYG,S,,,,,,,,44.0,,,,,
2883,Julian Love,2021,NYG,S,,,,,,,2.0,,,,,,
2884,Julian Love,2021,NYG,S,,,44.0,,,,,,,,,,
2885,Julian Love,2021,NYG,S,,84.0,,,,,,,,,,,
2886,Julian Love,2021,NYG,S,128.0,,,,,,,,,,,,
2887,Landon Collins,2021,NYG,S,,,,,,,,,1.0,,,,
2888,Landon Collins,2021,NYG,S,,,,,,,,52.0,,,,,
2889,Xavier McKinney,2021,NYG,S,,,,,,,,,,2.0,,,
2890,Jordan Whitehead,2021,NYJ,S,,,,,,,2.0,,,,,,
2891,Jordan Whitehead,2021,NYJ,S,,,,,,8.0,,,,,,,
2892,Jordan Whitehead,2021,NYJ,S,,,31.0,,,,,,,,,,
2893,Jordan Whitehead,2021,NYJ,S,,58.0,,,,,,,,,,,
2894,Jordan Whitehead,2021,NYJ,S,89.0,,,,,,,,,,,,
2895,Lamarcus Joyner,2021,NYJ,S,,,,,,,,,,,1.0,,
2896,Lamarcus Joyner,2021,NYJ,S,,,,,,,,31.0,,,,,
2897,Lamarcus Joyner,2021,NYJ,S,,,,,,,3.0,,,,,,
2898,C.J. Gardner-Johnson,2021,PHI,S,,,,,,,,54.0,,,,,
2899,C.J. Gardner-Johnson,2021,PHI,S,,,,,,,6.0,,,,,,
2900,C.J. Gardner-Johnson,2021,PHI,S,,,,,,9.0,,,,,,,
2901,C.J. Gardner-Johnson,2021,PHI,S,,68.0,,,,,,,,,,,
2902,Marcus Epps,2021,PHI,S,,77.0,,,,,,,,,,,
2903,Marcus Epps,2021,PHI,S,105.0,,,,,,,,,,,,
2904,Minkah Fitzpatrick,2021,PIT,S,,,,,,,,,1.0,,,,
2905,Minkah Fitzpatrick,2021,PIT,S,,,,,,,,94.0,,,,,
2906,Minkah Fitzpatrick,2021,PIT,S,,,,,,,6.0,,,,,,
2907,Minkah Fitzpatrick,2021,PIT,S,,,,,,11.0,,,,,,,
2908,Minkah Fitzpatrick,2021,PIT,S,,,40.0,,,,,,,,,,
2909,Minkah Fitzpatrick,2021,PIT,S,96.0,,,,,,,,,,,,
2910,Quandre Diggs,2021,SEA,S,,,,,,,,70.0,,,,,
2911,Quandre Diggs,2021,SEA,S,,,,,,,4.0,,,,,,
2912,Quandre Diggs,2021,SEA,S,,,,,,7.0,,,,,,,
2913,Ryan Neal,2021,SEA,S,,,,,,,,,,2.0,,,
2914,Ryan Neal,2021,SEA,S,,,,,,8.0,,,,,,,
2915,George Odum,2021,SF,S,,,,,,,,25.0,,,,,
2916,Talanoa Hufanga,2021,SF,S,,,,,,,,,,2.0,,,
2917,Talanoa Hufanga,2021,SF,S,,,,,,,,,1.0,,,,
2918,Talanoa Hufanga,2021,SF,S,,,,,,,,61.0,,,,,
2919,Talanoa Hufanga,2021,SF,S,,,,,,,4.0,,,,,,
2920,Talanoa Hufanga,2021,SF,S,,,,,,10.0,,,,,,,
2921,Talanoa Hufanga,2021,SF,S,,,37.0,,,,,,,,,,
2922,Talanoa Hufanga,2021,SF,S,,74.0,,,,,,,,,,,
2923,Talanoa Hufanga,2021,SF,S,111.0,,,,,,,,,,,,
2924,Tashaun Gipson Sr.,2021,SF,S,,,,,,,,141.0,,,,,
2925,Tashaun Gipson Sr.,2021,SF,S,,,,,,,5.0,,,,,,
2926,Tashaun Gipson Sr.,2021,SF,S,,,,,,8.0,,,,,,,
2927,Antoine Winfield Jr.,2021,TB,S,,,,,,,,,0.0,,,,
2928,Antoine Winfield Jr.,2021,TB,S,,68.0,,,,,,,,,,,
2929,Antoine Winfield Jr.,2021,TB,S,87.0,,,,,,,,,,,,
2930,Logan Ryan,2021,TB,S,,,,,,,,,,,1.0,,
2931,Logan Ryan,2021,TB,S,,,,,,,,,,1.0,,,
2932,Mike Edwards,2021,TB,S,,,,,,,,,1.0,,,,
2933,Mike Edwards,2021,TB,S,,,,,,,,68.0,,,,,
2934,Mike Edwards,2021,TB,S,,,34.0,,,,,,,,,,
2935,Mike Edwards,2021,TB,S,,58.0,,,,,,,,,,,
2936,Mike Edwards,2021,TB,S,92.0,,,,,,,,,,,,
2937,Kevin Byard,2021,TEN,S,,,,,,,,57.0,,,,,
2938,Kevin Byard,2021,TEN,S,,,,,,,4.0,,,,,,
2939,Kevin Byard,2021,TEN,S,,,38.0,,,,,,,,,,
2940,Kevin Byard,2021,TEN,S,,68.0,,,,,,,,,,,
2941,Kevin Byard,2021,TEN,S,106.0,,,,,,,,,,,,
2942,Darrick Forrest,2021,WSH,S,,,,,,,,,,,1.0,,
2943,Darrick Forrest,2021,WSH,S,,,,,,,,,,2.0,,,
2944,Darrick Forrest,2021,WSH,S,,,,,,,4.0,,,,,,
2945,Darrick Forrest,2021,WSH,S,,,,,,9.0,,,,,,,
2946,Darrick Forrest,2021,WSH,S,,,30.0,,,,,,,,,,
2947,Darrick Forrest,2021,WSH,S,84.0,,,,,,,,,,,,
2948,Kamren Curl,2021,WSH,S,,,,,,,,,0.0,,,,
2949,Kamren Curl,2021,WSH,S,,58.0,,,,,,,,,,,
2950,Kamren Curl,2021,WSH,S,83.0,,,,,,,,,,,,
2951,Donovan Wilson,2021,,S,,,,,,,,,,2.0,,,
2952,Donovan Wilson,2021,,S,,,,,35.0,,,,,,,,
2953,Donovan Wilson,2021,,S,,,,5.0,,,,,,,,,
2954,Donovan Wilson,2021,,S,,84.0,,,,,,,,,,,
2955,Donovan Wilson,2021,,S,113.0,,,,,,,,,,,,
2956,Jayron Kearse,2021,,S,,,,,,,,,,,2.0,,
2957,Jayron Kearse,2021,,S,,,,,,,2.0,,,,,,
2958,Jayron Kearse,2021,,S,,,,,,8.0,,,,,,,
2959,Jayron Kearse,2021,,S,,60.0,,,,,,,,,,,
2960,Jayron Kearse,2021,,S,85.0,,,,,,,,,,,,
2961,Malik Hooker,2021,,S,,,,,,,,,,,,1.0,
2962,Malik Hooker,2021,,S,,,,,,,,29.0,,,,,
2963,Malik Hooker,2021,,S,,,,,,,3.0,,,,,,
2964,Budda Baker,2022,ARI,S,87.0,58.0,,,,,,,,,,,
2965,Jalen Thompson,2022,ARI,S,,59.0,,,,9.0,4.0,49.0,,,,,
2966,Joey Blount,2022,ARI,S,,,,,,,,,,2.0,,,
2967,Jessie Bates III,2022,ATL,S,132.0,89.0,43.0,,,10.0,6.0,95.0,1.0,3.0,,,
2968,Richie Grant,2022,ATL,S,102.0,65.0,37.0,,,,,,,2.0,,,
2969,Geno Stone,2022,BAL,S,,,,,,9.0,7.0,101.0,,,,,
2970,Kyle Hamilton,2022,BAL,S,95.0,75.0,,,36.0,13.0,4.0,25.0,1.0,,,,
2971,Marcus Williams,2022,BAL,S,,,,,,10.0,,22.0,,,,,
2972,Jordan Poyer,2022,BUF,S,115.0,76.0,39.0,,,,,,,2.0,,,
2973,Micah Hyde,2022,BUF,S,,,,,,,2.0,24.0,,,,,
2974,Sam Franklin Jr.,2022,CAR,S,,,,,,,,99.0,1.0,,,,
2975,Xavier Woods,2022,CAR,S,,,,,,,2.0,,,,,,
2976,Dax Hill,2022,CIN,S,110.0,72.0,38.0,,,11.0,2.0,,,,,,
2977,D'Anthony Bell,2022,CLE,S,,,,,,,2.0,,,,,,
2978,Grant Delpit,2022,CLE,S,,61.0,,,,,,,,,1.0,,
2979,Juan Thornhill,2022,CLE,S,,,,,,,,,0.0,,,,
2980,Ronnie Hickman Jr.,2022,CLE,S,,,,,,,,30.0,1.0,,,,
2981,P.J. Locke,2022,DEN,S,,,,,,,,,,2.0,,,
2982,Ifeatu Melifonwu,2022,DET,S,,,,5.0,44.0,8.0,2.0,35.0,,,,,
2983,Kerby Joseph,2022,DET,S,91.0,76.0,,,,13.0,4.0,37.0,,,,,
2984,Darnell Savage,2022,GB,S,,,,,,,,64.0,1.0,,,,
2985,Jonathan Owens,2022,GB,S,,,,,,,,,,,1.0,1.0,
2986,Rudy Ford,2022,GB,S,,,,,,,2.0,30.0,,,,,
2987,DeAndre Houston-Carson,2022,HOU,S,,,,,,,2.0,,,,,,
2988,Jalen Pitre,2022,HOU,S,93.0,64.0,,,,,,,,,1.0,,
2989,Kareem Jackson,2022,HOU,S,,,,,,,2.0,,,,,,
2990,Rodney Thomas II,2022,IND,S,,,,,,,2.0,,,,,,
2991,Ronnie Harrison Jr.,2022,IND,S,,,,,,,,45.0,1.0,,,,
2992,Andre Cisco,2022,JAX,S,,,,,,,4.0,68.0,,,,,
2993,Antonio Johnson,2022,JAX,S,,,,,,,,50.0,,,,,
2994,Rayshawn Jenkins,2022,JAX,S,100.0,66.0,34.0,,,9.0,2.0,42.0,,,,,
2995,Justin Reid,2022,KC,S,122.0,92.0,30.0,,,,,,,,,,
2996,Tre'von Moehrig,2022,LV,S,,65.0,,,,8.0,3.0,41.0,,,,,
2997,Brandon Jones,2022,MIA,S,,,,,,,,40.0,,2.0,1.0,,
2998,DeShon Elliott,2022,MIA,S,91.0,,35.0,,,,,,,,,,
2999,Jevon Holland,2022,MIA,S,,,,,,,,99.0,1.0,3.0,,,
3000,Camryn Bynum,2022,MIN,S,137.0,94.0,43.0,,,9.0,2.0,,,3.0,,,
3001,Harrison Smith,2022,MIN,S,93.0,60.0,33.0,,35.0,,,,,3.0,,,
3002,Jay Ward,2022,MIN,S,,,,,,,,,,,1.0,,
3003,Josh Metellus,2022,MIN,S,112.0,74.0,38.0,,,,,43.0,,4.0,,,
3004,Marcus Maye,2022,NO,S,,,,,,,2.0,,0.0,,,,
3005,Tyrann Mathieu,2022,NO,S,,,,,,9.0,4.0,122.0,1.0,,,,
3006,Dane Belton,2022,NYG,S,,,,,,,2.0,22.0,,,,,
3007,Isaiah Simmons,2022,NYG,S,,,,,,,,54.0,1.0,,,,
3008,Jason Pinnock,2022,NYG,S,85.0,59.0,,,,,2.0,123.0,1.0,2.0,,,
3009,Jordan Whitehead,2022,NYJ,S,97.0,65.0,32.0,,,9.0,4.0,,,,,,
3010,Tony Adams,2022,NYJ,S,,,,,,,3.0,50.0,,,,,
3011,Justin Evans,2022,PHI,S,,,,,,,,,0.0,,,,
3012,Kevin Byard,2022,PHI,S,127.0,85.0,42.0,,,,,,,,1.0,,
3013,Reed Blankenship,2022,PHI,S,108.0,75.0,33.0,,,11.0,3.0,,,,1.0,,
3014,Sydney Brown,2022,PHI,S,,,,,,,,99.0,1.0,,,,
3015,Keanu Neal,2022,PIT,S,,,,,,,,32.0,,,,,
3016,Quandre Diggs,2022,SEA,S,95.0,63.0,32.0,,,,,21.0,,,,,
3017,Ji'ayir Brown,2022,SF,S,,,,,,,3.0,,,,,,
3018,Talanoa Hufanga,2022,SF,S,,,,,,,3.0,48.0,,,,,
3019,Tashaun Gipson Sr.,2022,SF,S,,,,,,,,26.0,,,,,
3020,Christian Izien,2022,TB,S,,,,,,,2.0,,,,,,
3021,K'Von Wallace,2022,TEN,S,,59.0,,,,,,,,,,,
3022,Kamren Curl,2022,WSH,S,115.0,74.0,41.0,,,,,,,,,0.0,
3023,Percy Butler,2022,WSH,S,,,29.0,,,8.0,,,,,,,
3024,Jayron Kearse,2022,,S,,,,,,,,32.0,,,,,
3025,Markquese Bell,2022,,S,102.0,65.0,37.0,,,,,,,2.0,,,
3026,Riley Reiff,2020,CIN,T,,,,,,,,,0.0,,,,
3027,Chris Hubbard,2020,CLE,T,,,,,,,,,,,,0.0,
3028,Penei Sewell,2020,DET,T,,,,,,,,,,,,0.0,
3029,Will Holden,2020,DET,T,,,,,,,,,0.0,,,,
3030,David Bakhtiari,2020,GB,T,,,,,,,,,,,,0.0,
3031,Landon Young,2020,NO,T,,,,,,,,,0.0,,,,
3032,Andre Dillard,2020,PHI,T,,,,,,,,,,,,0.0,
3033,Larnel Coleman,2021,CAR,T,,,,,,,,,,,,0.0,
3034,Jedrick Wills Jr.,2021,CLE,T,,,,,,,,,,,,0.0,
3035,Terron Armstead,2021,MIA,T,,,,,,,,,,,,0.0,
3036,Brett Toth,2022,CAR,T,,,,,,,,,,,,0.0,
3037,James Hudson III,2022,CLE,T,,,,,,,,,,,,0.0,
3038,Ty Nsekhe,2022,CLE,T,,,,,,,,,,,,0.0,
3039,Penei Sewell,2022,DET,T,,,,,,,,,,,,0.0,
3040,Josh Jones,2022,HOU,T,,,,,,,,,0.0,,,,
3041,Brian O'Neill,2022,MIN,T,,,,,,,,,,,,0.0,
3042,David Quessenberry,2022,MIN,T,,,,,,,,,,,,0.0,
3043,Landon Young,2022,NO,T,,,,,,,,,0.0,,,,
3044,Jake Curhan,2022,SEA,T,,,,,,,,,,,,0.0,
3045,Trent Williams,2022,SF,T,,,,,,,,,,,,0.0,
3046,Deon Yelder,2020,ARI,TE,,,,,,,,,,,,0.0,
3047,Daniel Helm,2020,ATL,TE,,,,,,,,,,,,0.0,
3048,Tommy Tremble,2020,CAR,TE,,,,,,,,,,,,0.0,
3049,Robert Tonyan,2020,GB,TE,,,,,,,,,0.0,,,,
3050,Chris Manhertz,2020,JAX,TE,,,,,,,,,0.0,,,,
3051,Johnny Mundt,2020,LAR,TE,,,,,,,,,0.0,,,,
3052,Chris Herndon,2020,MIN,TE,,,,,,,,,,,,0.0,
3053,Matt LaCosse,2020,NE,TE,,,,,,,,,,,,0.0,
3054,Richard Rodgers,2020,PHI,TE,,,,,,,,,,,,0.0,
3055,Temarrick Hemingway,2020,WSH,TE,,,,,,,,,,,,0.0,
3056,Devin Asiasi,2021,CIN,TE,,,,,,,,,,,,0.0,
3057,Devin Asiasi,2021,CIN,TE,,,,,,,,,0.0,,,,
3058,Mitchell Wilcox,2021,CIN,TE,,,,,,,,,,,,0.0,
3059,Eric Saubert,2021,DEN,TE,,,,,,,,,0.0,,,,
3060,Josiah Deguara,2021,GB,TE,,,,,,,,,0.0,,,,
3061,Teagan Quitoriano,2021,HOU,TE,,,,,,,,,0.0,,,,
3062,Nikola Kalinic,2021,IND,TE,,,,,,,,,,,,0.0,
3063,Luke Farrell,2021,JAX,TE,,,,,,,,,0.0,,,,
3064,Brycen Hopkins,2021,LAR,TE,,,,,,,,,,,,0.0,
3065,Mike Gesicki,2021,MIA,TE,,,,,,,,,,,,0.0,
3066,Lucas Krull,2021,NO,TE,,,,,,,,,,,,0.0,
3067,Geoff Swaim,2021,TEN,TE,,,,,,,,,0.0,,,,
3068,Blake Whiteheart,2022,ARI,TE,,,,,,,,,0.0,,,,
3069,Elijah Higgins,2022,ARI,TE,,,,,,,,,,,,0.0,
3070,Trey McBride,2022,ARI,TE,,,,,,,,,,,,0.0,
3071,Tucker Kraft,2022,GB,TE,,,,,,,,,0.0,,,,
3072,Josh Pederson,2022,JAX,TE,,,,,,,,,,,,0.0,
3073,Julian Hill,2022,MIA,TE,,,,,,,,,0.0,,,,
3074,C.J. Uzomah,2022,NYJ,TE,,,,,,,,,0.0,,,,
3075,Kenny Yeboah,2022,NYJ,TE,,,,,,,,,,,,0.0,
3076,Albert Okwuegbunam,2022,PHI,TE,,,,,,,,,0.0,,,,
3077,Colby Parkinson,2022,SEA,TE,,,,,,,,,0.0,,,,
3078,Ross Dwelley,2022,SF,TE,,,,,,,,,0.0,,,,
3079,Byron Pringle,2020,KC,WR,,,,,,,,,,,,,1.0
3080,Devin Duvernay,2022,BAL,WR,,,,,,,,,,,,,1.0
3081,Ashton Dulin,2020,IND,WR,,,,,,,,,,,,,2.0
3082,Trent Sherfield,2020,SF,WR,,,,,,,,,,,,,2.0
3083,Jake Kumerow,2020,BUF,WR,,,,,,,,,,,,0.0,
3084,Isaiah Coulter,2020,CHI,WR,,,,,,,,,0.0,,,,
3085,Allen Lazard,2020,GB,WR,,,,,,,,,,,,0.0,
3086,Brandin Cooks,2020,HOU,WR,,,,,,,,,0.0,,,,
3087,Ashton Dulin,2020,IND,WR,,,,,,,,,,,,1.0,
3088,T.Y. Hilton,2020,IND,WR,,,,,,,,,0.0,,,,
3089,Tyreek Hill,2020,KC,WR,,,,,,,,,,,,0.0,
3090,Ben Skowronek,2020,LAR,WR,,,,,,,,,0.0,,,,
3091,Marcell Ateman,2020,LV,WR,,,,,,,,,0.0,,,,
3092,Zay Jones,2020,LV,WR,,,,,,,,,,,,0.0,
3093,Darius Slayton,2020,NYG,WR,,,,,,,,,,,,0.0,
3094,Chase Claypool,2020,PIT,WR,,,,,,,,,,,,0.0,
3095,James Washington,2020,PIT,WR,,,,,,,,,0.0,,,,
3096,Brandon Aiyuk,2020,SF,WR,,,,,,,,,,,,0.0,
3097,Scotty Miller,2020,TB,WR,,,,,,,,,,,,0.0,
3098,Scotty Miller,2020,TB,WR,,,,,,,,,0.0,,,,
3099,Dax Milne,2020,WSH,WR,,,,,,,,,,,,0.0,
3100,Javon Wims,2021,ARI,WR,,,,,,,,,,,,0.0,
3101,Damiere Byrd,2021,ATL,WR,,,,,,,,,,,,0.0,
3102,James Proche II,2021,BAL,WR,,,,,,,,,,,,0.0,
3103,Rashard Higgins,2021,CAR,WR,,,,,,,,,,,,0.0,
3104,Maurice Alexander,2021,DET,WR,,,,,,,,,,,,0.0,
3105,James Washington,2021,NYG,WR,,,,,,,,,0.0,,,,
3106,A.J. Brown,2021,PHI,WR,,,,,,,,,0.0,,,,
3107,Diontae Johnson,2021,PIT,WR,,,,,,,,,,,,0.0,
3108,Willie Snead IV,2021,SF,WR,,,,,,,,,0.0,,,,
3109,Chris Conley,2021,TEN,WR,,,,,,,,,0.0,,,,
3110,Cody Hollister,2021,TEN,WR,,,,,,,,,,,,0.0,
3111,Alex Erickson,2021,WSH,WR,,,,,,,,,0.0,,,,
3112,Dyami Brown,2021,WSH,WR,,,,,,,,,,,,0.0,
3113,Jahan Dotson,2021,WSH,WR,,,,,,,,,0.0,,,,
3114,Jalen Tolbert,2021,,WR,,,,,,,,,0.0,,,,
3115,Kaden Davis,2022,ARI,WR,,,,,,,,,0.0,,,,
3116,Rashod Bateman,2022,BAL,WR,,,,,,,,,,,,0.0,
3117,Khalil Shakir,2022,BUF,WR,,,,,,,,,,,,0.0,
3118,Marvin Mims Jr.,2022,DEN,WR,,,,,,,,,0.0,,,,
3119,Phillip Dorsett,2022,DEN,WR,,,,,,,,,0.0,,,,
3120,Amon-Ra St. Brown,2022,DET,WR,,,,,,,,,,,,0.0,
3121,Dylan Drummond,2022,DET,WR,,,,,,,,,0.0,,,,
3122,Malik Heath,2022,GB,WR,,,,,,,,,,,,0.0,
3123,Zay Jones,2022,JAX,WR,,,,,,,,,0.0,,,0.0,
3124,Joshua Palmer,2022,LAC,WR,,,,,,,,,,,,0.0,
3125,Michael Thomas,2022,NO,WR,,,,,,,,,,,,0.0,
3126,Wan'Dale Robinson,2022,NYG,WR,,,,,,,,,,,,0.0,
3127,Jake Bobo,2022,SEA,WR,,,,,,,,,0.0,,,,
3128,Ronnie Bell,2022,SF,WR,,,,,,,,,,,,0.0,
3129,David Moore,2022,TB,WR,,,,,,,,,,,,0.0,
3130,Nick Westbrook-Ikhine,2022,TEN,WR,,,,,,,,,0.0,,,,
