,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
1412,Quinn Meinerz,2021,DEN,G,,,,,,,,,,,,0.0,
1413,Jon Runyan,2021,GB,G,,,,,,,,,,,,0.0,
1414,Jon Runyan,2021,GB,G,,,,,,,,,0.0,,,,
1415,Laurent Duvernay-Tardif,2021,NYJ,G,,,,,,,,,,,,0.0,
1416,Phil Haynes,2021,SEA,G,,,,,,,,,,,,0.0,
1417,Jordan Roos,2021,TEN,G,,,,,,,,,0.0,,,,
1418,Kayode Awosika,2022,DET,G,,,,,,,,,0.0,,,,
1419,Nick Allegretti,2022,KC,G,,,,,,,,,,,,0.0,
1420,Ben Bredeson,2022,NYG,G,,,,,,,,,,,,0.0,
1421,Laken Tomlinson,2022,NYJ,G,,,,,,,,,0.0,,,,
1422,Aaron Brewer,2022,TEN,G,,,,,,,,,,,,0.0,
1423,Calvin Throckmorton,2022,TEN,G,,,,,,,,,,,,0.0,
1424,T.J. Bass,2022,,G,,,,,,,,,0.0,,,,
1425,Trayveon Williams,2021,CIN,HB,,,,,,,,,0.0,,,,
1426,Chris Boswell,2020,PIT,K,,,,,,,,,,,,,1.0
1427,Chris Blewitt,2020,CLE,K,,,,,,,,,,,,0.0,
1428,Dustin Hopkins,2020,LAC,K,,,,,,,,,0.0,,,,
1429,Brett Maher,2020,NO,K,,,,,,,,,0.0,,,,
1430,Joey Slye,2020,WSH,K,,,,,,,,,0.0,,,,
1431,Greg Zuerlein,2020,,K,,,,,,,,,,,,0.0,
1432,Ka'imi Fairbairn,2021,HOU,K,,,,,,,,,0.0,,,,
1433,Riley Patterson,2021,JAX,K,,,,,,,,,0.0,,,,
1434,Greg Zuerlein,2021,NYJ,K,,,,,,,,,0.0,,,,
1435,Jake Elliott,2021,PHI,K,,,,,,,,,,,,0.0,
1436,Joey Slye,2021,WSH,K,,,,,,,,,0.0,,,,
1437,Younghoe Koo,2022,ATL,K,,,,,,,,,0.0,,,0.0,
1438,Harrison Butker,2022,KC,K,,,,,,,,,,,,0.0,
1439,Austin Seibert,2022,NYJ,K,,,,,,,,,,,,0.0,
1440,Chandler Jones,2020,ARI,LB,,,,,,,,,,,,,1.0
1441,Adetokunbo Ogundeji,2020,ATL,LB,,,,,,,,,,,,,1.0
1442,Patrick Queen,2020,BAL,LB,,,,,,,,,,,,,1.0
1443,A.J. Klein,2020,BUF,LB,,,,,,,,,,,,,1.0
1444,Haason Reddick,2020,CAR,LB,,,,,,,,,,,,,1.0
1445,Sione Takitaki,2020,CLE,LB,,,,,,,,,,,,,1.0
1446,Alexander Johnson,2020,DEN,LB,,,,,,,,,,,,,1.0
1447,Jonas Griffith,2020,DEN,LB,,,,,,,,,,,,,1.0
1448,Jonathon Cooper,2020,DEN,LB,,,,,,,,,,,,,1.0
1449,Preston Smith,2020,GB,LB,,,,,,,,,,,,,1.0
1450,Kevin Pierre-Louis,2020,HOU,LB,,,,,,,,,,,,,1.0
1451,Leonard Floyd,2020,LAR,LB,,,,,,,,,,,,,1.0
1452,Von Miller,2020,LAR,LB,,,,,,,,,,,,,1.0
1453,Sam Eguavoen,2020,MIA,LB,,,,,,,,,,,,,1.0
1454,Eric Kendricks,2020,MIN,LB,,,,,,,,,,,,,1.0
1455,Jahlani Tavai,2020,NE,LB,,,,,,,,,,,,,1.0
1456,Jamie Collins Sr.,2020,NE,LB,,,,,,,,,,,,,1.0
1457,Matthew Judon,2020,NE,LB,,,,,,,,,,,,,1.0
1458,Kwon Alexander,2020,NO,LB,,,,,,,,,,,,,1.0
1459,Lorenzo Carter,2020,NYG,LB,,,,,,,,,,,,,1.0
1460,Del'Shawn Phillips,2020,NYJ,LB,,,,,,,,,,,,,1.0
1461,Devin Bush,2020,PIT,LB,,,,,,,,,,,,,1.0
1462,Cole Holcomb,2020,WSH,LB,,,,,,,,,,,,,1.0
1463,David Mayo,2020,WSH,LB,,,,,,,,,,,,,1.0
1464,Myjai Sanders,2021,ARI,LB,,,,,,,,,,,,,1.0
1465,Akeem Davis-Gaither,2021,CIN,LB,,,,,,,,,,,,,1.0
1466,Tony Fields II,2021,CLE,LB,,,,,,,,,,,,,1.0
1467,Jalen Reeves-Maybin,2021,HOU,LB,,,,,,,,,,,,,1.0
1468,Brian Asamoah II,2021,MIN,LB,,,,,,,,,,,,,1.0
1469,Ja'Whaun Bentley,2021,NE,LB,,,,,,,,,,,,,1.0
1470,Raekwon McMillan,2021,NE,LB,,,,,,,,,,,,,1.0
1471,Demario Davis,2021,NO,LB,,,,,,,,,,,,,1.0
1472,T.J. Edwards,2021,PHI,LB,,,,,,,,,,,,,1.0
1473,Anthony Nelson,2021,TB,LB,,,,,,,,,,,,,1.0
1474,Zaven Collins,2022,ARI,LB,,,,,,,,,,,,,1.0
1475,Del'Shawn Phillips,2022,BAL,LB,,,,,,,,,,,,,1.0
1476,Tyrel Dodson,2022,BUF,LB,,60.0,,,,,,,,,,,1.0
1477,Brian Burns,2022,CAR,LB,,,,8.0,56.0,,,,,,1.0,,1.0
1478,De'Vondre Campbell,2022,GB,LB,91.0,,34.0,,,,,,,,,,1.0
1479,Byron Young,2022,LAR,LB,,,,8.0,41.0,,,,,2.0,,,1.0
1480,Anfernee Jennings,2022,NE,LB,,,,,,,,,,,1.0,,1.0
1481,Benton Whitley,2022,NYG,LB,,,,,,,,,,,,,1.0
1482,Jihad Ward,2022,NYG,LB,,,,,,,,,,,1.0,,1.0
1483,Kayvon Thibodeaux,2022,NYG,LB,,,,11.5,93.0,,,,,3.0,1.0,,1.0
1484,C.J. Mosley,2022,NYJ,LB,152.0,81.0,71.0,,,,,,,2.0,,,1.0
1485,Quincy Williams,2022,NYJ,LB,139.0,95.0,44.0,,,10.0,,,,2.0,1.0,,1.0
1486,Cole Holcomb,2022,PIT,LB,,,,,,,,,,2.0,1.0,,1.0
1487,Markus Golden,2022,PIT,LB,,,,,,,,,,,,,1.0
1488,Nick Herbig,2022,PIT,LB,,,,,,,,,,2.0,,,1.0
1489,Joe Tryon-Shoyinka,2022,TB,LB,,,,6.0,39.0,,,,,,,,1.0
1490,Jordan Hicks,2020,ARI,LB,,,,,,,,,,,,,2.0
1491,Markus Golden,2020,ARI,LB,,,,,,,,,,,,,2.0
1492,Odafe Oweh,2020,BAL,LB,,,,,,,,,,,,,2.0
1493,Matt Milano,2020,BUF,LB,,,,,,,,,,,,,2.0
1494,Germaine Pratt,2020,CIN,LB,,,,,,,,,,,,,2.0
1495,Krys Barnes,2020,GB,LB,,,,,,,,,,,,,2.0
1496,Christian Kirksey,2020,HOU,LB,,,,,,,,,,,,,2.0
1497,Shaquille Leonard,2020,IND,LB,,,,,,,,,,,,,2.0
1498,Ben Niemann,2020,KC,LB,,,,,,,,,,,,,2.0
1499,Denzel Perryman,2020,LV,LB,,,,,,,,,,,,,2.0
1500,Anthony Barr,2020,MIN,LB,,,,,,,,,,,,,2.0
1501,Azeez Al-Shaair,2020,SF,LB,,,,,,,,,,,,,2.0
1502,Lavonte David,2020,TB,LB,,,,,,,,,,,,,2.0
1503,Shaquil Barrett,2020,TB,LB,,,,,,,,,,,,,2.0
1504,Rashaan Evans,2021,ATL,LB,,,,,,,,,,,,,2.0
1505,Patrick Queen,2021,BAL,LB,,,,,,,,,,,,,2.0
1506,Matt Milano,2021,BUF,LB,,,,,,,,,,,,,2.0
1507,Josey Jewell,2021,DEN,LB,,,,,,,,,,,,,2.0
1508,Bobby Okereke,2021,IND,LB,,,,,,,,,,,,,2.0
1509,Devin Lloyd,2021,JAX,LB,,,,,,,,,,,,,2.0
1510,Foyesade Oluokun,2021,JAX,LB,,,,,,,,,,,,,2.0
1511,Josh Allen,2021,JAX,LB,,,,,,,,,,,,,2.0
1512,Nick Bolton,2021,KC,LB,,,,,,,,,,,,,2.0
1513,Khalil Mack,2021,LAC,LB,,,,,,,,,,,,,2.0
1514,Kyle Van Noy,2021,LAC,LB,,,,,,,,,,,,,2.0
1515,Melvin Ingram III,2021,MIA,LB,,,,,,,,,,,,,2.0
1516,Kayvon Thibodeaux,2021,NYG,LB,,,,,,,,,,,,,2.0
1517,Uchenna Nwosu,2021,SEA,LB,,,,,,,,,,,,,2.0
1518,Dre Greenlaw,2021,SF,LB,,,,,,,,,,,,,2.0
1519,Bud Dupree,2021,TEN,LB,,,,,,,,,,,,,2.0
1520,Jamin Davis,2021,WSH,LB,,,,,,,,,,,,,2.0
1521,Anthony Barr,2021,,LB,,,,,,,,,,,,,2.0
1522,Lorenzo Carter,2022,ATL,LB,,,,,,,,,,,2.0,,2.0
1523,T.J. Edwards,2022,CHI,LB,153.0,90.0,63.0,,,,3.0,,,,2.0,0.0,2.0
1524,Anthony Walker Jr.,2022,CLE,LB,,,,,,,,,,,2.0,,2.0
1525,Alex Singleton,2022,DEN,LB,175.0,105.0,70.0,,,,,,,,2.0,,2.0
1526,Jonathon Cooper,2022,DEN,LB,,,,8.5,66.0,,,,,,2.0,1.0,2.0
1527,Rashan Gary,2022,GB,LB,,,,9.0,48.0,,,,,2.0,2.0,,2.0
1528,Devin Lloyd,2022,JAX,LB,127.0,75.0,52.0,,,,,,,,2.0,,2.0
1529,Foyesade Oluokun,2022,JAX,LB,173.0,111.0,62.0,,,,,24.0,1.0,,3.0,,2.0
1530,Amen Ogbongbemiga,2022,LAC,LB,,,,,,,,,,,,,2.0
1531,Bradley Chubb,2022,MIA,LB,,,,11.0,84.0,,,,,6.0,2.0,,2.0
1532,Jordan Hicks,2022,MIN,LB,107.0,61.0,46.0,,,,,,,,2.0,1.0,2.0
1533,Pete Werner,2022,NO,LB,93.0,60.0,33.0,,,,,,,,2.0,,2.0
1534,Nicholas Morrow,2022,PHI,LB,103.0,72.0,31.0,,,,,,,,1.0,,2.0
1535,Boye Mafe,2022,SEA,LB,,,,9.0,65.0,,,,,,2.0,,2.0
1536,YaYa Diaby,2022,TB,LB,,,,7.5,48.0,,,,,,2.0,,2.0
1537,Frankie Luvu,2020,CAR,LB,,,,,,,,,,,,,3.0
1538,Fred Warner,2020,SF,LB,,,,,,,,,,,,,3.0
1539,Devin White,2021,TB,LB,,,,,,,,,,,,,3.0
1540,Micah Parsons,2021,,LB,,,,,,,,,,,,,3.0
1541,Josey Jewell,2022,DEN,LB,108.0,60.0,48.0,,,,,,,2.0,3.0,,3.0
1542,Willie Gay,2022,KC,LB,,,,,,,,24.0,,,3.0,,3.0
1543,T.J. Watt,2022,PIT,LB,,,,19.0,122.0,8.0,,24.0,,4.0,3.0,1.0,3.0
1544,T.J. Watt,2020,PIT,LB,,,,,,,,,,,,,4.0
1545,Haason Reddick,2021,PHI,LB,,,,,,,,,,,,,4.0
1546,Terrel Bernard,2022,BUF,LB,147.0,87.0,60.0,6.5,,,3.0,,,,4.0,,4.0
1547,Micah McFadden,2022,NYG,LB,97.0,61.0,36.0,,,,,,,,4.0,,4.0
1548,Chandler Jones,2020,ARI,LB,,,,,,,,,,,1.0,,
1549,Chandler Jones,2020,ARI,LB,,,,,,,,,,6.0,,,
1550,Chandler Jones,2020,ARI,LB,,,,,80.0,,,,,,,,
1551,Chandler Jones,2020,ARI,LB,,,,10.5,,,,,,,,,
1552,Dennis Gardeck,2020,ARI,LB,,,,,,,,,,,1.0,,
1553,Isaiah Simmons,2020,ARI,LB,,,,,,,,,,4.0,,,
1554,Isaiah Simmons,2020,ARI,LB,,,,,,7.0,,,,,,,
1555,Isaiah Simmons,2020,ARI,LB,,,35.0,,,,,,,,,,
1556,Isaiah Simmons,2020,ARI,LB,,69.0,,,,,,,,,,,
1557,Isaiah Simmons,2020,ARI,LB,104.0,,,,,,,,,,,,
1558,Jordan Hicks,2020,ARI,LB,,,,,,,,,,,2.0,,
1559,Jordan Hicks,2020,ARI,LB,,,,,38.0,,,,,,,,
1560,Jordan Hicks,2020,ARI,LB,,,,4.0,,,,,,,,,
1561,Jordan Hicks,2020,ARI,LB,,,47.0,,,,,,,,,,
1562,Jordan Hicks,2020,ARI,LB,,77.0,,,,,,,,,,,
1563,Jordan Hicks,2020,ARI,LB,124.0,,,,,,,,,,,,
1564,Markus Golden,2020,ARI,LB,,,,,,,,,,,2.0,,
1565,Markus Golden,2020,ARI,LB,,,,,,,,,,4.0,,,
1566,Markus Golden,2020,ARI,LB,,,,,57.0,,,,,,,,
1567,Markus Golden,2020,ARI,LB,,,,12.0,,,,,,,,,
1568,Adetokunbo Ogundeji,2020,ATL,LB,,,,,,,,,,,1.0,,
1569,Dante Fowler Jr.,2020,ATL,LB,,,,,,,,,,3.0,,,
1570,Dante Fowler Jr.,2020,ATL,LB,,,,,39.0,,,,,,,,
1571,Dante Fowler Jr.,2020,ATL,LB,,,,4.5,,,,,,,,,
1572,Deion Jones,2020,ATL,LB,,,50.0,,,,,,,,,,
1573,Deion Jones,2020,ATL,LB,,87.0,,,,,,,,,,,
1574,Deion Jones,2020,ATL,LB,137.0,,,,,,,,,,,,
1575,Foyesade Oluokun,2020,ATL,LB,,,,,,,,80.0,,,,,
1576,Foyesade Oluokun,2020,ATL,LB,,,,,,,3.0,,,,,,
1577,Foyesade Oluokun,2020,ATL,LB,,,90.0,,,,,,,,,,
1578,Foyesade Oluokun,2020,ATL,LB,,102.0,,,,,,,,,,,
1579,Foyesade Oluokun,2020,ATL,LB,192.0,,,,,,,,,,,,
1580,Mykal Walker,2020,ATL,LB,,,,,,,,,,,,0.0,
1581,Mykal Walker,2020,ATL,LB,,,,,,,,,1.0,,,,
1582,Mykal Walker,2020,ATL,LB,,,,,,,,66.0,,,,,
1583,Odafe Oweh,2020,BAL,LB,,,,,,,,,,,2.0,,
1584,Odafe Oweh,2020,BAL,LB,,,,,,,,,,3.0,,,
1585,Odafe Oweh,2020,BAL,LB,,,,5.0,,,,,,,,,
1586,Patrick Queen,2020,BAL,LB,,,,,,,,,,,1.0,,
1587,Patrick Queen,2020,BAL,LB,,,30.0,,,,,,,,,,
1588,Patrick Queen,2020,BAL,LB,,68.0,,,,,,,,,,,
1589,Patrick Queen,2020,BAL,LB,98.0,,,,,,,,,,,,
1590,Tyus Bowser,2020,BAL,LB,,,,,,,,,,,,0.0,
1591,Tyus Bowser,2020,BAL,LB,,,,,,,,,,2.0,,,
1592,Tyus Bowser,2020,BAL,LB,,,,,56.0,,,,,,,,
1593,Tyus Bowser,2020,BAL,LB,,,,7.0,,,,,,,,,
1594,Matt Milano,2020,BUF,LB,,,,,,,,,,,2.0,,
1595,Matt Milano,2020,BUF,LB,,,35.0,,,,,,,,,,
1596,Matt Milano,2020,BUF,LB,,67.0,,,,,,,,,,,
1597,Matt Milano,2020,BUF,LB,102.0,,,,,,,,,,,,
1598,Tremaine Edmunds,2020,BUF,LB,,,42.0,,,,,,,,,,
1599,Tremaine Edmunds,2020,BUF,LB,,83.0,,,,,,,,,,,
1600,Tremaine Edmunds,2020,BUF,LB,125.0,,,,,,,,,,,,
1601,Frankie Luvu,2020,CAR,LB,,,,,,,,,,,3.0,,
1602,Haason Reddick,2020,CAR,LB,,,,,,,,,,,1.0,,
1603,Haason Reddick,2020,CAR,LB,,,,,,,,,,2.0,,,
1604,Haason Reddick,2020,CAR,LB,,,,,73.0,,,,,,,,
1605,Haason Reddick,2020,CAR,LB,,,,11.0,,,,,,,,,
1606,Haason Reddick,2020,CAR,LB,,,31.0,,,,,,,,,,
1607,Jermaine Carter,2020,CAR,LB,,,49.0,,,,,,,,,,
1608,Jermaine Carter,2020,CAR,LB,84.0,,,,,,,,,,,,
1609,Shaq Thompson,2020,CAR,LB,,,,,,,,39.0,,,,,
1610,Shaq Thompson,2020,CAR,LB,,,39.0,,,,,,,,,,
1611,Shaq Thompson,2020,CAR,LB,,65.0,,,,,,,,,,,
1612,Shaq Thompson,2020,CAR,LB,104.0,,,,,,,,,,,,
1613,Alec Ogletree,2020,CHI,LB,,,32.0,,,,,,,,,,
1614,Alec Ogletree,2020,CHI,LB,86.0,,,,,,,,,,,,
1615,Khalil Mack,2020,CHI,LB,,,,,50.0,,,,,,,,
1616,Khalil Mack,2020,CHI,LB,,,,6.0,,,,,,,,,
1617,Robert Quinn,2020,CHI,LB,,,,,,,,,,4.0,,,
1618,Robert Quinn,2020,CHI,LB,,,,,134.0,,,,,,,,
1619,Robert Quinn,2020,CHI,LB,,,,18.5,,,,,,,,,
1620,Roquan Smith,2020,CHI,LB,,,,,,,,,1.0,,,,
1621,Roquan Smith,2020,CHI,LB,,,,,,,,53.0,,,,,
1622,Roquan Smith,2020,CHI,LB,,,68.0,,,,,,,,,,
1623,Roquan Smith,2020,CHI,LB,,95.0,,,,,,,,,,,
1624,Roquan Smith,2020,CHI,LB,163.0,,,,,,,,,,,,
1625,Trevis Gipson,2020,CHI,LB,,,,,,,,,,4.0,,,
1626,Trevis Gipson,2020,CHI,LB,,,,,50.0,,,,,,,,
1627,Trevis Gipson,2020,CHI,LB,,,,6.5,,,,,,,,,
1628,Clay Johnston,2020,CIN,LB,,,,,,,,,,1.0,,,
1629,Germaine Pratt,2020,CIN,LB,,,,,,,,,,,2.0,,
1630,Germaine Pratt,2020,CIN,LB,,,,,,,,,,2.0,,,
1631,Germaine Pratt,2020,CIN,LB,,,,,,,2.0,,,,,,
1632,Germaine Pratt,2020,CIN,LB,,,42.0,,,,,,,,,,
1633,Germaine Pratt,2020,CIN,LB,,75.0,,,,,,,,,,,
1634,Germaine Pratt,2020,CIN,LB,117.0,,,,,,,,,,,,
1635,Logan Wilson,2020,CIN,LB,,,,,,,,31.0,,,,,
1636,Logan Wilson,2020,CIN,LB,,,,,,,5.0,,,,,,
1637,Logan Wilson,2020,CIN,LB,,,,,,7.0,,,,,,,
1638,Logan Wilson,2020,CIN,LB,,,56.0,,,,,,,,,,
1639,Logan Wilson,2020,CIN,LB,,81.0,,,,,,,,,,,
1640,Logan Wilson,2020,CIN,LB,137.0,,,,,,,,,,,,
1641,Anthony Walker Jr.,2020,CLE,LB,,,44.0,,,,,,,,,,
1642,Anthony Walker Jr.,2020,CLE,LB,,69.0,,,,,,,,,,,
1643,Anthony Walker Jr.,2020,CLE,LB,113.0,,,,,,,,,,,,
1644,Jeremiah Owusu-Koramoah,2020,CLE,LB,,,,,,,,,,2.0,,,
1645,Malcolm Smith,2020,CLE,LB,,,,,,,2.0,,,,,,
1646,Aaron Patrick,2020,DEN,LB,,,,,,,,,0.0,,,,
1647,Andre Mintze,2020,DEN,LB,,,,,,,,,,,,0.0,
1648,Andre Mintze,2020,DEN,LB,,,,,,,,,0.0,,,,
1649,Avery Williamson,2020,DEN,LB,,,,,,,,,,,,0.0,
1650,Jonathon Cooper,2020,DEN,LB,,,,,,,,,,,1.0,,
1651,Kenny Young,2020,DEN,LB,,,,,,,,,,,1.0,,
1652,Kenny Young,2020,DEN,LB,,,,,,,,,,2.0,,,
1653,Kenny Young,2020,DEN,LB,,,34.0,,,,,,,,,,
1654,Malik Reed,2020,DEN,LB,,,,,,,,,,2.0,,,
1655,Malik Reed,2020,DEN,LB,,,,,36.0,,,,,,,,
1656,Malik Reed,2020,DEN,LB,,,,5.0,,,,,,,,,
1657,Derrick Barnes,2020,DET,LB,,,,,,,,,,,,0.0,
1658,Derrick Barnes,2020,DET,LB,,,,,,,,,0.0,,,,
1659,Jalen Reeves-Maybin,2020,DET,LB,,,,,,,,,,2.0,,,
1660,De'Vondre Campbell,2020,GB,LB,,,,,,,,,,2.0,,,
1661,De'Vondre Campbell,2020,GB,LB,,,,,,,2.0,,,,,,
1662,De'Vondre Campbell,2020,GB,LB,,,45.0,,,,,,,,,,
1663,De'Vondre Campbell,2020,GB,LB,,107.0,,,,,,,,,,,
1664,De'Vondre Campbell,2020,GB,LB,152.0,,,,,,,,,,,,
1665,Krys Barnes,2020,GB,LB,,,,,,,,,,,1.0,,
1666,Krys Barnes,2020,GB,LB,,60.0,,,,,,,,,,,
1667,Krys Barnes,2020,GB,LB,86.0,,,,,,,,,,,,
1668,La'Darius Hamilton,2020,GB,LB,,,,,,,,,0.0,,,,
1669,Preston Smith,2020,GB,LB,,,,,,,,,,,2.0,,
1670,Preston Smith,2020,GB,LB,,,,,,,,,,2.0,,,
1671,Preston Smith,2020,GB,LB,,,,,65.0,,,,,,,,
1672,Preston Smith,2020,GB,LB,,,,9.0,,,,,,,,,
1673,Rashan Gary,2020,GB,LB,,,,,,,,,,2.0,,,
1674,Rashan Gary,2020,GB,LB,,,,,81.0,,,,,,,,
1675,Rashan Gary,2020,GB,LB,,,,11.5,,,,,,,,,
1676,Christian Kirksey,2020,HOU,LB,,,,,,,,,,,2.0,,
1677,Christian Kirksey,2020,HOU,LB,,,,,,8.0,,,,,,,
1678,Christian Kirksey,2020,HOU,LB,,,38.0,,,,,,,,,,
1679,Christian Kirksey,2020,HOU,LB,,55.0,,,,,,,,,,,
1680,Christian Kirksey,2020,HOU,LB,93.0,,,,,,,,,,,,
1681,Kamu Grugier-Hill,2020,HOU,LB,,,,,,,,,,2.0,,,
1682,Kamu Grugier-Hill,2020,HOU,LB,,,,,,,,82.0,,,,,
1683,Kamu Grugier-Hill,2020,HOU,LB,,,36.0,,,,,,,,,,
1684,Kamu Grugier-Hill,2020,HOU,LB,,70.0,,,,,,,,,,,
1685,Kamu Grugier-Hill,2020,HOU,LB,106.0,,,,,,,,,,,,
1686,Bobby Okereke,2020,IND,LB,,,,,,,2.0,,,,,,
1687,Bobby Okereke,2020,IND,LB,,,42.0,,,,,,,,,,
1688,Bobby Okereke,2020,IND,LB,,88.0,,,,,,,,,,,
1689,Bobby Okereke,2020,IND,LB,130.0,,,,,,,,,,,,
1690,Shaquille Leonard,2020,IND,LB,,,,,,,,,,,3.0,,
1691,Shaquille Leonard,2020,IND,LB,,,,,,,,,,8.0,,,
1692,Shaquille Leonard,2020,IND,LB,,,,,,,4.0,,,,,,
1693,Shaquille Leonard,2020,IND,LB,,,,,,8.0,,,,,,,
1694,Shaquille Leonard,2020,IND,LB,,,47.0,,,,,,,,,,
1695,Shaquille Leonard,2020,IND,LB,,75.0,,,,,,,,,,,
1696,Shaquille Leonard,2020,IND,LB,122.0,,,,,,,,,,,,
1697,Damien Wilson,2020,JAX,LB,,,47.0,,,,,,,,,,
1698,Damien Wilson,2020,JAX,LB,,57.0,,,,,,,,,,,
1699,Damien Wilson,2020,JAX,LB,104.0,,,,,,,,,,,,
1700,Myles Jack,2020,JAX,LB,,,46.0,,,,,,,,,,
1701,Myles Jack,2020,JAX,LB,,62.0,,,,,,,,,,,
1702,Myles Jack,2020,JAX,LB,108.0,,,,,,,,,,,,
1703,Tyrell Adams,2020,JAX,LB,,,,,,,,,,2.0,,,
1704,Anthony Hitchens,2020,KC,LB,,,48.0,,,,,,,,,,
1705,Anthony Hitchens,2020,KC,LB,97.0,,,,,,,,,,,,
1706,Ben Niemann,2020,KC,LB,,,,,,,,,,,2.0,,
1707,Nick Bolton,2020,KC,LB,,,,,,,,,,,,1.0,
1708,Nick Bolton,2020,KC,LB,,,50.0,,,,,,,,,,
1709,Nick Bolton,2020,KC,LB,,80.0,,,,,,,,,,,
1710,Nick Bolton,2020,KC,LB,130.0,,,,,,,,,,,,
1711,Willie Gay,2020,KC,LB,,,,,,,,,,1.0,,,
1712,Willie Gay,2020,KC,LB,,,,,,,2.0,,,,,,
1713,Chris Rumph II,2020,LAC,LB,,,,,,,,,,,,0.0,
1714,Cole Christiansen,2020,LAC,LB,,,,,,,,,,,,0.0,
1715,Drue Tranquill,2020,LAC,LB,,,,,,,,,,,1.0,,
1716,Kyler Fackrell,2020,LAC,LB,,,,,,,,,,,1.0,,
1717,Kyzir White,2020,LAC,LB,,,,,,,,,,2.0,,,
1718,Kyzir White,2020,LAC,LB,,,,,,,,22.0,,,,,
1719,Kyzir White,2020,LAC,LB,,,54.0,,,,,,,,,,
1720,Kyzir White,2020,LAC,LB,,90.0,,,,,,,,,,,
1721,Kyzir White,2020,LAC,LB,144.0,,,,,,,,,,,,
1722,Uchenna Nwosu,2020,LAC,LB,,,,,,,,,,2.0,,,
1723,Uchenna Nwosu,2020,LAC,LB,,,,,36.0,,,,,,,,
1724,Uchenna Nwosu,2020,LAC,LB,,,,5.0,,,,,,,,,
1725,Ernest Jones,2020,LAR,LB,,,,,,,,50.0,,,,,
1726,Ernest Jones,2020,LAR,LB,,,,,,,2.0,,,,,,
1727,Leonard Floyd,2020,LAR,LB,,,,,,,,,,,1.0,,
1728,Leonard Floyd,2020,LAR,LB,,,,,86.0,,,,,,,,
1729,Leonard Floyd,2020,LAR,LB,,,,11.5,,,,,,,,,
1730,Leonard Floyd,2020,LAR,LB,,,37.0,,,,,,,,,,
1731,Leonard Floyd,2020,LAR,LB,82.0,,,,,,,,,,,,
1732,Ogbo Okoronkwo,2020,LAR,LB,,,,,,,,,,2.0,,,
1733,Travin Howard,2020,LAR,LB,,,,,,,,25.0,,,,,
1734,Travin Howard,2020,LAR,LB,,,,,,,2.0,,,,,,
1735,Troy Reeder,2020,LAR,LB,,,,,,7.0,,,,,,,
1736,Troy Reeder,2020,LAR,LB,,,49.0,,,,,,,,,,
1737,Troy Reeder,2020,LAR,LB,,57.0,,,,,,,,,,,
1738,Troy Reeder,2020,LAR,LB,106.0,,,,,,,,,,,,
1739,Von Miller,2020,LAR,LB,,,,,,,,,,,1.0,,
1740,Von Miller,2020,LAR,LB,,,,,,,,,,2.0,,,
1741,Von Miller,2020,LAR,LB,,,,,85.0,,,,,,,,
1742,Von Miller,2020,LAR,LB,,,,13.5,,,,,,,,,
1743,Cory Littleton,2020,LV,LB,,,47.0,,,,,,,,,,
1744,Cory Littleton,2020,LV,LB,99.0,,,,,,,,,,,,
1745,Denzel Perryman,2020,LV,LB,,,,,,,,,,,,0.0,
1746,Denzel Perryman,2020,LV,LB,,,,,,,,,,,2.0,,
1747,Denzel Perryman,2020,LV,LB,,,,,,,,,,1.0,,,
1748,Denzel Perryman,2020,LV,LB,,,55.0,,,,,,,,,,
1749,Denzel Perryman,2020,LV,LB,,108.0,,,,,,,,,,,
1750,Denzel Perryman,2020,LV,LB,163.0,,,,,,,,,,,,
1751,Andrew Van Ginkel,2020,MIA,LB,,,,,33.0,,,,,,,,
1752,Elandon Roberts,2020,MIA,LB,,,,,,,,,,2.0,,,
1753,Elandon Roberts,2020,MIA,LB,,,,,,,,,1.0,,,,
1754,Elandon Roberts,2020,MIA,LB,,,,,,,,85.0,,,,,
1755,Elandon Roberts,2020,MIA,LB,,,41.0,,,,,,,,,,
1756,Elandon Roberts,2020,MIA,LB,83.0,,,,,,,,,,,,
1757,Jaelan Phillips,2020,MIA,LB,,,,,72.0,,,,,,,,
1758,Jaelan Phillips,2020,MIA,LB,,,,8.5,,,,,,,,,
1759,Jerome Baker,2020,MIA,LB,,,,,52.0,,,,,,,,
1760,Jerome Baker,2020,MIA,LB,,,,5.5,,,,,,,,,
1761,Jerome Baker,2020,MIA,LB,,,30.0,,,,,,,,,,
1762,Jerome Baker,2020,MIA,LB,,62.0,,,,,,,,,,,
1763,Jerome Baker,2020,MIA,LB,92.0,,,,,,,,,,,,
1764,Sam Eguavoen,2020,MIA,LB,,,,,,,,,,,,1.0,
1765,Anthony Barr,2020,MIN,LB,,,,,,,,,,,2.0,,
1766,Anthony Barr,2020,MIN,LB,,,,,,,3.0,,,,,,
1767,Anthony Barr,2020,MIN,LB,,,34.0,,,,,,,,,,
1768,Blake Lynch,2020,MIN,LB,,,,,,,,,,,1.0,,
1769,Eric Kendricks,2020,MIN,LB,,,,,,,,22.0,,,,,
1770,Eric Kendricks,2020,MIN,LB,,,,,,,2.0,,,,,,
